# page-076.png
# SYMELEC listing page 75
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  75
60					
61	7117	771756		LAW INST	
62	7120	102347		CDR	
63	7121	103076		INSRT	
64	7122	765064		LAW SBPI	
65					
66	7123	103126		FINDN	
67	7124	762233		LAW OP 1	
68	7125	102347		CDR	
69	7126	102347		CDR	
70	7127	212164		LAC (4	
71	7130	62233		DAC I OP 1	
72					
73	7131	771756		LAW INST	/DATA FOR INST
74	7132	103126		FINDN	
75	7133	762233		LAW OP 1	
76	7134	102347		CDR	
77	7135	102347		CDR	
78	7136	212146		LAC (2	
79	7137	62233		DAC I OP 1	
80	7140	762233		LAW OP 1	
81	7141	102347		CDR	
82	7142	162233		DZM I OP 1	
83					
84	7143	205151		LAC PRINT1	
85	7144	44372		DAC MSIN 1	/GIVE INST A NAME
86	7145	205152		LAC PRINT2	
87	7146	44373		DAC MSIN 2	
88	7147	205153		LAC PRINT2 1	
89	7150	44374		DAC MSIN 3	
90	7151	771756		LAW INST	
91	7152	104331		COPIN	
92	7153	445152		ISZ PRINT2	
93	7154	205152		LAC PRINT2	
94	7155	552106		SAD (272	
95	7156	741000		SKP	
96	7157	627105		JMP I FOHBL	/NOT 10 YET
97	7160	212116		LAC (260	
98	7161	45152		DAC PRINT2	
99	7162	445151		ISZ PRINT1	
100	7163	205151		LAC PRINT1	
101	7164	552106		SAD (272	
102	7165	627105		JMP I FOHBL	
103	7166	212116		LAC (260	/AFTER 99 RESTART WITH 00
104	7167	45151		DAC PRINT1	
105	7170	627105		JMP I FOHBL	
106					
107					
108	7171	0	FONBL,	0	/FORM NODE OR BRANCH BLOCK
109	7172	107105		JMS FOHBL	/FORM OTHER HEADS
110	7173	107452		JMS UPDAIN	
111	7174	211756		LAC INST	
112	7175	107407		JMS POIDAT	
113					
114	7176	771756		LAW INST	/NODE INST BLOCK TO SUBP BLOCK
115	7177	103141		FINDP	
116	7200	765147		LAW SAVSUB	
117	7201	103266		ADDW	
