# page-061.png
# SYMELEC listing page 60
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  60
404	5700	606045		JMP CD	
405	5701	260003		DDS CH 3	
406	5702	33700		033700	/C
407	5703	160000		PAR SB	
408	5704	705313		DJS VE PAD	
409	5705	160000		PAR SB	
410	5706	765710		DJS SB . 2	
411	5707	606050		JMP ED	
412	5710	260003		DDS CH 3	
413	5711	53700		053700	/E
414	5712	160000		PAR SB	
415	5713	705314		DJS VE PRD	
416	5714	160000		PAR SB	
417	5715	765717		DJS SB . 2	
418	5716	606052		JMP TD	
419	5717	260003		DDS CH 3	
420	5720	243700		243700	/T
421	5721	160000		PAR SB	
422	5722	705315		DJS VE PCD	
423	5723	160000		PAR SB	
424	5724	765726		DJS SB . 2	
425	5725	606226		JMP MORE	
426	5726	260003		DDS CH 3	
427	5727	153700		153700	/M
428	5730	160000		PAR SB	
429	5731	705316		DJS VE PLD	
430	5732	160000		PAR SB	
431	5733	765735		DJS SB . 2	
432	5734	606237		JMP LESS	
433	5735	260003		DDS CH 3	
434	5736	143700		143700	/L
435	5737	160000		PAR SB	
436	5740	705317		DJS VE PXD	
437	5741	160000		PAR SB	
438	5742	765744		DJS SB . 2	
439	5743	606070		JMP GD	
440	5744	260003		DDS CH 3	
441	5745	73700		073700	/G
442	5746	160000		PAR SB	
443	5747	405750		DJP ERAST	
HAND	solid black rectangular mark in left margin beside SEQ 442-443
444					
445					
446	5750	3000	ERAST,	003000	
447					
448	5751	212042	SD,	LAC CBUSY	/START DRAWING
449	5752	740200		SZA	
450	5753	605403		JMP PEN1	
451	5754	205123		LAC DRAWMO	/PREVENT 2ND ENTRY
452	5755	740200		SZA	
453	5756	605403		JMP PEN1	
454	5757	205146		LAC SAVINS	
455	5760	740200		SZA	
456	5761	106371		JMS TESTIN	
457	5762	204745		LAC TEMPX	
458	5763	52004		DAC PNTX	
459	5764	204746		LAC TEMPY	
460	5765	52007		DAC PNTY	
461	5766	445123		ISZ DRAWMO	
