# page-063.png
# SYMELEC listing page 62
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  62
520	6054	545117		SAD BLEVEL	
521	6055	606060		JMP , 3	/FRESH START
522	6056	452027		ISZ RERASE	
523	6057	606305		JMP BLIROU	
524	6060	106115		JMS ENDDRA	
525	6061	606073		JMP DRAMO	
526					
527	6062	205134	TD,	LAC MBLINK	/TRACK
528	6063	741200		SNA	
529	6064	605403		JMP PEN1	
530	6065	777777		LAM	
531	6066	45132		DAC RMODE	
532	6067	606305		JMP BLIROU	
533					
534	6070	106271	3D,	JMS TESLEV	/GROUPING
535	6071	451745		ISZ RGROUP	
536	6072	606305		JMP BLIROU	
537					
538					
539	6073	145132	DRAMO,	DZM RMODE	
540	6074	212120		LAC (LBD	
541	6075	352216		TAD (400000	
542	6076	45673		DAC SRAST 15	
543	6077	606305		JMP BLIROU	
544					
545	6100	205121	STRAIG,	LAC CON	/DRAW STRAIGHT LINE
546	6101	740100		SMA	/NOT HV IF IN RU MODE
547	6102	605403		JMP PEN1	
548	6103	145130		DZM CONSTD	
549	6104	605403		JMP PEN1	
550					
551	6105	205121	RUBBER,	LAC CON	/RUBBER BAND LINE
552	6106	740100		SMA	
553	6107	605403		JMP PEN1	
554	6110	212146		LAC (2	
555	6111	45130		DAC CONSTD	
556	6112	605403		JMP PEN1	
557					
558	6113	151775	ENDCOM,	DZM SAVGSU	/END OF COMMAND MODE
559	6114	606305		JMP BLIROU	
560					
561	6115	0	ENDDRA,	0	/RESET ALL CONSTANTS ETC
562	6116	102147		SETUP	
563	6117	212142		LAC (1777	
564	6120	52034		DAC GRID	
565	6121	777777		LAM	/ERASE EVERYTHING
566	6122	45150		DAC CCOM1	
567	6123	45131		DAC CONSND	
568	6124	45121		DAC CON	
569	6125	205117		LAC BLEVEL	
570	6126	45116		DAC LEVEL	
571	6127	205177		LAC STSAVE	
572	6130	52052		DAC SAVE	
573	6131	212134		LAC (SCRABL	
574	6132	45135		DAC BLINK	
575	6133	151755		DZM FSBPI	
576					
577	6134	152036		DZM CERRDF	
