# page-024.png
# SYMELEC listing page 23
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  23
852					/ RELOCATE DATA IF NECESSARY (Titan to PDP only)
853					
854	2040	205035		LAC RELCON	
	2041	741200		SNA	
	2042	602072		JMP RLCEND	/ any relocation necessary?
855	2043	445036	RELOC1,	ISZ ADR1	
856	2044	205032	RELOC4,	LAC ADR	
	2045	740001		CMA	
	2046	345036		TAD ADR1	
857	2047	740100		SMA	
	2050	602072		JMP RLCEND	/ end of data area?
858	2051	225036		LAC I ADR1	
	2052	552241		SAD (JMS	
	2053	602043		JMP RELOC1	/ NIL item?
859	2054	512163		AND (760000	
	2055	741200		SNA	
	2056	602043		JMP RELOC1	/ atom?
860					
861	2057	225036		LAC I ADR1	
	2060	345035		TAD RELCON	
	2061	65036		DAC I ADR1	/ ... else relocate item
862	2062	512163		AND (760000	
	2063	552162		SAD (20000	/ block header?
863	2064	741000		SKP	
	2065	602043		JMP RELOC1	
864	2066	225036		LAC I ADR1	
	2067	512212		AND (17777	
	2070	45036		DAC ADR1	/ yes, skip over blockdata
865	2071	602044		JMP RELOC4	
866					
867			RLCEND,		
868	2072	441701	PXER1,	ISZ LTPX	/ incoming file too large (Titan to PDP only)
869	2073	441701	PXER3,	ISZ LTPX	/ not PIXIE data (Titan to PDP only)
870	2074	702301	PXER2,	LSA	/ checksum failure on transfer
871	2075	602074		JMP .-1	
872	2076	702322		LKD	
873	2077	165163		DZM I END	
874	2100	225156		LAC I DFB	
875	2101	741200		SNA	
876	2102	621701		JMP I LTPX	
877	2103	700601		IDSI	
878	2104	602103		JMP .-1	
879	2105	621701		JMP I LTPX	
880					
881					
882					
883					
884	2106	767676	PXID,	767676	
885					
886					
887					/ S.R.   AWAIT INTERRUPT AND READ/WRITE
888					
889					
890	2107	740040	RW,	HLT	
891	2110	45027		DAC SAV	/ save word (if writing)
892					
893	2111	102125		JMS WAITLK	
894					
