# page-093.png
# /SYMELEC listing page 92
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  92
291	10613	110701		GETD	
292	10614	552146		SAD (2	
293					
294	10615	610621		JMP RINST	
295	10616	552205		SAD (3	
296	10617	610625		JMP RLINE	
297	10620	602504	COMP4,	EXIT	
298	10621	102460	RINST,	UNSTAK	
299	10622	110765		STAKX	/STACK INSTANCES
300	10623	445001		ISZ MRKX	
301	10624	602504		EXIT	
302	10625	210716	RLINE,	LAC GETDI	
303	10626	110777		STAKY	/STACK LINES
304	10627	444760		ISZ MRKY	
305	10630	602504		EXIT	
306					
307	10631	0	COMP11,	0	
308	10632	230752		LAC I FLEA3	
309	10633	552241		SAD (100000	
310	10634	610646		JMP .+12	
311	10635	512072		AND (77	/FORM CHAR GEN ENTRY
312	10636	51754		DAC TEMP	
313	10637	204765		LAC XBEAM	
314	10640	352172		TAD (14	
315	10641	44765		DAC XBEAM	
316	10642	770752		LAW FLEA3	
317	10643	102347		CDR	
318	10644	211754		LAC TEMP	
319	10645	610650		JMP .+3	
320	10646	445002		ISZ MKER	
321	10647	212266		LAC (37	
322	10650	44777		DAC FIG	
323	10651	204764		LAC TEM	
324	10652	660706		ALSS 6	
325	10653	344777		TAD FIG	
326	10654	44764		DAC TEM	
327	10655	630631		JMP I COMP11	
328					
329	10656	0	COMP12,	0	
330	10657	760002		LAW 2	
331	10660	345005		TAD DF	
332	10661	110756		WRDF	/DJS .+2
333	10662	224767		LAC I X	
334	10663	110756		WRDF	/ATNAME
335	10664	205023		LAC SVAD	
336	10665	352212		TAD (200000	
337	10666	110756		WRDF	/DDS SVAD
338	10667	630656		JMP I COMP12	
339					
340	10670	0	COMP13,	0	/FLEA ONTO BLINK WORD
341	10671	204767		LAC X	
342	10672	50752		DAC FLEA3	
343	10673	770752		LAW FLEA3	
344	10674	102347		CDR	
345	10675	102347		CDR	
346	10676	102347		CDR	
347	10677	230752		LAC I FLEA3	/BLINK WORD
348	10700	630670		JMP I COMP13	
