# page-010.png
# SYMELEC listing page 9
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  9
60	522	765021		LAW TEMP2	/ELEMENT ALREADY CATALOGUED
61	523	103266		ADDW	/OP 1 POINTS TO SBPI ADDRESS
62	524	771756		LAW INST	
63	525	102347		CDR	
64	526	103076		INSRT	
65	527	765021		LAW TEMP2	
66	530	600542		JMP FOBBL1	
67					
68					
69	531	101354	FOCBL,	JMS FOCBL1	/FORM CAT BL
70	532	101373		JMS FOCBL3	
71	533	101404		JMS FOCBL4	
72	534	101422		JMS FOCBL2	
73	535	107625		JMS ATTPEL	/FIRST ATTP WITH 100 ETC
74	536	107625		JMS ATTPEL	/SND ATTP WITH ALL ZEROS
75	537	771757		LAW SYM	/READY FOR NEXT ENTRY
76	540	102347		CDR	
77	541	600542		JMP FOBBL1	
78					
79	542	151755	FOBBL1,	DZM FSBPI	
80	543	445044		ISZ COMPOS	
81	544	225044		LAC I COMPOS	/FIRST WORD AFTER PAR SB ELEMENT
82	545	352240		TAD (-157777	
83	546	741200		SNA	
84	547	607077		JMP UPCOM1	/NOLINE IS OK
85					
86	550	445044		ISZ COMPOS	
87	551	205150		LAC CCOM1	
88	552	740100		SMA	
89	553	110013		JMS TESTJN	/TEST WHETHER LAST LINE
90	554	107171		JMS FONBL	
91	555	607216		JMP FOLBL 1	
92					
93					
94	556	0	ATTPDA,	0	/ATTP DATA
95	557	211752		LAC ETYPE	
96	560	512237		AND (7000	
97	561	740200		SZA	
98	562	600566		JMP . 4	
HAND	solid black ink mark in left margin beside rows 98-99
99	563	212236		LAC (100	
100	564	45054		DAC XTOT	
101	565	620556		JMP I ATTPDA	
102	566	352235		TAD (776000	/-2000
103	567	740200		SZA	
104	570	600574		JMP . 4	
105	571	777700		LAW 17700	
106	572	45054		DAC XTOT	
107	573	620556		JMP I ATTPDA	
108	574	740100		SMA	
109	575	600601		JMP . 4	
110	576	777700		LAW 17700	
111	577	45055		DAC YTOT	
112	600	600603		JMP . 3	
113	601	212236		LAC (100	
114	602	45055		DAC YTOT	
115	603	620556		JMP I ATTPDA	
116					
117					
