# page-046.png
# SYMELEC listing page 45
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  45
349	4055	451754		ISZ TEMP	
350	4056	624050		JMP I MESIN1	
351	4057	764134	MESIN2,	LAW MESSAG	/JUMP TABLE STARTS
352	4060	351754		TAD TEMP	/DISPLACEMENT
353	4061	51754		DAC TEMP	
354	4062	212142		LAC (1777	/FOR GRID CONSTANT
355	4063	431754		XCT I TEMP	/ENTER COMMAND
356	4064	52034		DAC GRID	/SET GRID
357	4065	105621		JMS POSCR	/PUT ON GRID POINT
358	4066	205146		LAC SAVINS	
359	4067	740200		SZA	
360	4070	451742		ISZ CDOCOM	
361	4071	623375		AND I WAIT	
362	4072	764122		LAW MESIN4	/?CRLF IF WRONG COMMAND
363	4073	103352		MESOUT	
364	4074	623375		AND I WAIT	
365	4075	764767	MESIN3,	LAW X	/MESSAGE STARTS /
366	4076	102347		CDR	
367	4077	224767		LAC I X	
368	4100	552241		SAD (100000	
369	4101	604104		JMP . 3	/ON NIL
370	4102	764767		LAW X	
371	4103	604076		JMP .-5	/LOOP TILL END OF DATA
372	4104	765066		LAW NM	
373	4105	102312		GETSP	
374	4106	205066		LAC NM	
375	4107	64767		DAC I X	/START SUBLIST
376	4110	204371		LAC MSIN	
377	4111	44367		DAC MS	/CHAR POINTER
378	4112	444367		ISZ MS	/MISS /
379	4113	224367		LAC I MS	
380	4114	545155		SAD CR	
381	4115	623375		AND I WAIT	/EXIT ALL DONE
382	4116	65066		DAC I NM	
383	4117	765066		LAW NM	
384	4120	102347		CDR	
385	4121	604112		JMP .-7	/LOOP TILL COPY COMPLETE
386	4122	277	MESIN4,	277	/?
387	4123	615	615	/CR
388	4124	212	212	/LF
389	4125	215	215	/CR TERMINATION
390					
391	4126	170402	MESL,	170402	/LABEL
392	4127	302114	302114	/UNLABEL
393	4130	271424	271424	/TITAN
394	4131	122511	122511	/GRID
395	4132	262701	262701	/START
396	4133	0	0	/TERMINATION
397	4134	452035	MESSAG,	ISZ RLABEL	/LABEL
398	4135	152035		DZM RLABEL	/UNLABEL
399	4136	604141		JMP MESIN5	/TITAN
400	4137	212141		LAC (1760	/SET GRID ON
401	4140	600024		JMP BEGRTP	/INITIALIZE
402					
403	4141	765146	MESIN5,	LAW SAVINS	/HERE IF TITAN COMMUNICATION
404	4142	103126		FINDN	/IN CASE WRITING TO TITAN
405	4143	101701		JMS LTPX	
406	4144	604174		JMP ERR3	/CHECKSUM FAIL
