# page-111.png
# SYMELEC listing page 110
RAW	/SYMELEC                                       ASSEMBLED 12 2 72 AT 12.44.57 BY HL1470   PAGE  110
RAW	TAKE1  =   621        TD     =  6062        TEM    =  4764        TEMP   = 11754
RAW	TEMPDF =  4441        TEMPEN =  4744        TEMPX  =  4745        TEMPXL = 12057
RAW	TEMPY  =  4746        TEMPYL = 12060        TEMP1  = 11772        TEMP2  =  5021
RAW	TESLEV =  6271        TEST   = 12065        TESTIN =  6371        TESTJN = 10013
RAW	TH     =  1706        TDDIS  =  6542        TOP    =  5167        TOTEMP =  5304
RAW	TRACK  =  5637        TRAKX  =  5052        TRAKY  =  5053        TRCR   =  5466
RAW	TRDCLB =   200        TS     =  1741        TURNVE =  1232        TV     =  2024
RAW	TWOIN  = 11500        TX     =  1705        TZ     =  2016        T2     =  4770
RAW	T3     =  5007        U      =  4762        UNSTAK =*102400       UNSTKX =*111011
RAW	UNSTKY =*11023        UPCOMP =  7041        UPCOM1 =  7077        UPCOM2 =  7075
RAW	UPDAIN =  7452        UPDAXY =  7440        U1     =  5010        U2     =  4750
RAW	V      =  5020        VAIN   = 10051        VAIN1  = 12064        VAIN2  = 10101
RAW	VECON  = 11237        VEMODE =  1117        VEPART =  5045        VOL0   =   321
RAW	V1     =  4751        V2     =  4771        WAIT   =*103375       WAITLX =  2125
RAW	WAIT1  =  3636        WAIT10 =  3606        WAIT11 =  3404        WAIT12 =  3422
RAW	WAIT13 =  3437        WAIT15 =  1337        WAIT2  =  3547        WAIT3  =  3464
RAW	WAIT4  =  3650        WAIT5  =  3676        WAIT6  =  3705        WAIT7  =  3506
RAW	WAIT8  =  3571        WAIT9  =  3460        WAIT91 =  1316        WAIT92 =  1272
RAW	WAREA  =  5272        WINDOW =*111403       WORD   = 11773        WRDF   =*110756
RAW	WRLB   =*110134       WRLB1  = 11210        WRLB2  = 11203        WRLB3  = 11225
RAW	WRLTO  =*110100       WX1    =  5142        WX2    =  5143        WY1    =  5144
RAW	WY2    =  5145        X      =  4767        XB     = 12055        XBEAM  =  4765
RAW	XBM    = 12002        XBMC   =  5016        XBML   = 12000        XBMO   = 11760
RAW	XCROSS =  5641        XINS   =  5056        XINS1  =  5046        XP     =  5051
RAW	XSTBEG =  5174        XTOT   =  5054        XTOTIN =  5060        XTOTUP = 12062
RAW	Y      =  5017        YB     = 12056        YBEAM  =  5022        YBM    = 12005
RAW	YBMC   =  5000        YBML   = 12001        YBMO   = 11762        YCROSS =  5640
RAW	YINS   =  5057        YINS1  =  5062        YP     =  5050        YSTBEG =  5175
RAW	YSTEND =  5176        YTOT   =  5055        YTOTIN =  5061        YTOTUP = 12063
RAW	YY1    =  4754        YY2    =  4755
