# page-056.png
# SYMELEC listing page 55
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  55
114	5333	741000		SKP	
115	5334	105605		JMS EDGEH	
116	5335	700401		TSF	
117	5336	741000		SKP	
118	5337	104237		OUT	
119	5340	700301		KSF	
120	5341	741000		SKP	
121	5342	104260		INP	
122	5343	700001		CLSF	
123	5344	741000		SKP	
124	5345	105534		JMS CLOCK	
125	5346	200000		LAC 0	
126	5347	740010		RAL	
127	5350	212037		LAC INT1	
128	5351	700042		ION	
129	5352	620000		JMP I 0	
130					
131					
132					
133					
134	5353	0	PEN,	0	/PEN INTERRUPT
135	5354	212136		LAC (100177	/HIGH INTENSITY
136	5355	45656		DAC SRAST	
137	5356	211747		LAC RTFIRI	/PREVENT CALL TO COPFIR
138	5357	740200		SZA	
139	5360	605403		JMP PEN1	
140	5361	200003		LAC 3	
141	5362	741200		SNA	
142	5363	605413		JMP PEN2	/PERMDF INT
143					
144	5364	200005		LAC 5	
145	5365	741200		SNA	
146	5366	620003		JMP I 3	/NO SYMBOL, BUT LB OR TRCR
147					
148	5367	205123		LAC DRAWMO	/LB'S R,C,L OR V,I ETC
149	5370	741200		SNA	
150	5371	605403		JMP PEN1	
151	5372	205122		LAC CON1	/ONLY ONE ELEM
152	5373	740200		SZA	
HAND	solid black rectangular mark in left margin beside SEQ 152-153
153	5374	605403		JMP PEN1	
154	5375	205130		LAC CONSTD	/NO ELEMENT IN RB
155	5376	740200		SZA	
156	5377	605403		JMP PEN1	
157	5400	205121		LAC CON	
158	5401	740100		SMA	
159	5402	620005		JMP I 5	/JUMPS TO CREATE ELEM, CRES ETC
160					
161					
162					
163					
164	5403	220003	PEN1,	LAC I 3	
165	5404	552135		SAD (JMP STRCR	
166	5405	605410		JMP , 3	
167	5406	700504		IDRS	
168	5407	625353		JMP I PEN	/LB OR PERMDF
169	5410	105445		JMS PEN3	
170	5411	625353		JMP I PEN	
171					
