# page-095.png
# /SYMELEC listing page 94
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  94
407	10763	445005		ISZ DF	
408	10764	630756		JMP I WRDF-JMS	
409					
410					
411					
412					
413	10765	0	STAKX-JMS,	0	/X TO STAK
414					
415	10766	512212		AND (177777	
416	10767	42235		DAC OP+3	
417	10770	445006		ISZ LOPX	
418	10771	205006		LAC LOPX	
419	10772	545175		SAD YSTBEG	
420	10773	102221		JMS ERR	
421	10774	202235		LAC OP+3	
422	10775	65006		DAC I LOPX	
423	10776	630765		JMP I STAKX-JMS	
424					
425					
426	10777	0	STAKY-JMS,	0	/Y TO STAK
427	11000	512212		AND (177777	
428	11001	42235		DAC OP+3	
429	11002	445024		ISZ LOPY	
430	11003	205024		LAC LOPY	
431	11004	545176		SAD YSTEND	
432	11005	102221		JMS ERR	
433	11006	202235		LAC OP+3	
434	11007	65024		DAC I LOPY	
435	11010	630777		JMP I STAKY-JMS	
436					
437					
438					
439					
440					
441	11011	0	UNSTKX-JMS,	0	/UNSTAK X
442	11012	225006		LAC I LOPX	
443	11013	42235		DAC OP+3	
444	11014	205006		LAC LOPX	
445	11015	545174		SAD XSTBEG	
446	11016	102221		JMS ERR	
447	11017	352232		TAD (777777	
448	11020	45006		DAC LOPX	
449	11021	202235		LAC OP+3	
450	11022	631011		JMP I UNSTKX-JMS	
451					
452					
453	11023	0	UNSTKY-JMS,	0	/UNSTAK Y
454	11024	225024		LAC I LOPY	
455	11025	42235		DAC OP+3	
456	11026	205024		LAC LOPY	
457	11027	545175		SAD YSTBEG	
458	11030	102221		JMS ERR	
459	11031	352232		TAD (777777	
460	11032	45024		DAC LOPY	
461	11033	202235		LAC OP+3	
462	11034	631023		JMP I UNSTKY-JMS	
463					
464					
