# page-105.png
# SYMELEC listing page 104
RAW	/SYMELEC/   ASSEMBLED 12 2 72 AT 12.44.57 BY HL1470   PAGE  104
RAW	11764/      0  RSBWOR
RAW	11765/      0  RREDUC
RAW	11766/      0  RROTAT
RAW	11767/      0  BLINK1
RAW	11770/      0  JMPADR
RAW	11771/      0  SCRPAD
RAW	11772/      0  TEMP1
RAW	11773/      0  WORD
RAW	11774/      0  ELCOUN
RAW	11775/      0  SAVGSU
RAW	11776/      0  NODRA
RAW	11777/      0  PBDM
RAW	12000/      0  XBML
RAW	12001/      0  YBML
RAW	12002/      0  XBM
RAW	12003/      0  ENDEX
RAW	12004/      0  PNTX
RAW	12005/      0  YBM
RAW	12006/      0  ENDEY
RAW	12007/      0  PNTY
RAW	12010/      0  CERRGB
RAW	12011/      0  FREE
RAW	12012/      0  LDP
RAW	12013/      0  LINK
RAW	12014/      0  EL
RAW	12015/      0  EL1
RAW	12016/      0  POINT
RAW	12017/      0  LINE
RAW	12020/      0  3DM
RAW	12021/      0  BCC
RAW	12022/      0  RERROR
RAW	12023/      0  RTRACK
RAW	12024/      0  RTSNDI
RAW	12025/      0  CUPCOM
RAW	12026/      0  SAVGIN
RAW	12027/      0  RERASE
RAW	12030/      0  RUPCOM
RAW	12031/      0  RDOCON
RAW	12032/      0  CISRTN
RAW	12033/      0  RBLINK
RAW	12034/      0  3RID
RAW	12035/      0  RLABEL
RAW	12036/      0  CERRDF
RAW	12037/      0  INT1
RAW	12040/      0  CTEMPX
RAW	12041/      0  CTEMPY
RAW	12042/      0  CBUSY
RAW	12043/      0  BPNTX
RAW	12044/      0  BPNTY
RAW	12045/      0  POS
RAW	12046/      0  BCON
RAW	12047/      0  BCON1
RAW	12050/      0  FIRSTA
RAW	12051/      0  SNDSTA
RAW	12052/      0  SAVE
RAW	12053/      0  RAYTNO
RAW	12054/      0  CSAVE
RAW	12055/      0  XB
