# page-120.png
# RSPPIX listing page 8
RAW	/RSPPIX   ASSEMBLED 29 1 72 AT 17,15,40 BY HL1470   PAGE  8
407	545	100605		JMS GBD1	
408	546	740010		RAL	
409	547	740100		SMA	
410	550	600554		JMP ,+4	/JUMP GOT MORE GARBAGE
411	551	220114		LAC I OP+7	
412	552	501271		AND (577777	
413	553	600533		JMP ,-20	/RESTORE LIST ITEM AND LOOP
414	554	200114		LAC OP+7	
415	555	341266		TAD (400000	
416	556	60115		DAC I OP+10	/COLLECT A WORD
417	557	501302		AND (17777	
418	560	440115		ISZ OP+10	
419	561	540115		SAD OP+10	
420	562	440116		ISZ OP+11	
421	563	600530		JMP ,-33	/LOOP
422	564	200116		LAC OP+11	
423	565	741200		SNA	
424	566	101255		JMS ERRGB	/ERROR EXIT IF NONE CONSECUTIVE
425	567	201226	GARB2,	LAC FREE	
426	570	620371		JMP I LIM	/OK EXIT
427	571	0	GBD,	0	/FOR BLOCK DATA
428	572	220114		LAC I OP+7	
429	573	501271		AND (577777	
430	574	60114		DAC I OP+7	
431	575	501302		AND (17777	
432	576	40114		DAC OP+7	/MOVE OP+7 TO END OF BLOCK DATA
433	577	541253		SAD END	
434	600	600564		JMP GARB2-3	
435	601	200571		LAC GBD	
436	602	301265		ADD (-4	/RESTART THIS SECTION
437	603	40571		DAC GBD	
438	604	620571		JMP I GBD	
439	605	0	GBD1,	0	/TO ELIMINATE DEAD BLOCK DATA
440					
441	606	200114		LAC OP 7	
442	607	341301		TAD (20000	
443	610	341277		TAD (1	
444	611	560114		SAD I OP+7	
445	612	620605		JMP I GBD1	
446	613	40117		DAC OP+12	
447	614	160117		DZM I OP+12	
448	615	600610		JMP ,-5	/LOOP FOR FURTHER ITEMS
449					
450					/BLOCK DATA PRODUCER
451				BDN=JMS ,		
452	616	0		0	
453	617	161253		DZM I END	
454	620	141256		DZM #GDM	/ZERO GARBAGE COLLECTION MARKER
455	621	341277		TAD (1	
456	622	40107		DAC OP+2	/NO OF CONSECUTIVE WORDS NEEDED
457	623	420616		XCT I BDN-JMS	
458	624	40111		DAC OP+4	
459	625	220111		LAC I OP+4	
460	626	40111		DAC OP+4	
461	627	201226		LAC FREE	
462	630	40110	BDC,	DAC OP+3	
463	631	141257		DZM #BCC	/ZERO COUNT
464	632	740100		SMA	
