# page-039.png
# SYMELEC listing page 38
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  38
755	3330	512150		AND (40000	/TEST IF RINGSTART
756	3331	740200		SZA	
757	3332	623324		JMP I DELB-JMS	/EXIT IF ILLEGAL
758	3333	222233		LAC I OP+1	
759	3334	102376		CAR 7	
760	3335	42234		DAC OP 2	/MOVE TO NEXT IN RING
761	3336	222233		LAC I OP 1	
762	3337	102376		CAR 7	
763	3340	542235		SAD OP+3	/DOES THIS POINT BACK TO THE ORIGINAL ELEMENT
764	3341	741000		SKP	
765	3342	603335		JMP .-5	
766	3343	222234		LAC I OP+2	
767	3344	512150		AND (40000	/PRESERVE IF RING START
768	3345	362235		TAD I OP+3	
769	3346	62234		DAC I OP+2	/DELETE POINTER
770	3347	202232		LAC OP	
771	3350	102433		POP	
772	3351	623324		JMP I DELB-JMS	
773					
774					
775					
776				PAUSE	
777					
778					
