# page-121.png
# RSPPIX listing page 9
RAW	/RSPPIX   ASSEMBLED 29 1 72 AT 17,15,40 BY HL1470   PAGE  9
465	633	341266		TAD (400000	
466	634	40116		DAC OP+11	
467	635	441257		ISZ BCC	
468	636	201257		LAC BCC	/COUNT OF CONSECUTIVE WORDS FOUND
469	637	540107		SAD OP+2	
470	640	600663		JMP BDO	/CORRECT NO FOUND
471	641	220116		LAC I OP+11	
472	642	440116		ISZ OP+11	
473	643	540116		SAD OP+11	
474	644	600635		JMP ,-7	/IF FREE LIST CONSECUTIVE
475	645	740100		SMA	
476	646	600654		JMP BDE	/FREE LIST EXHAUSTED
477	647	200116		LAC OP+11	
478	650	301264		ADD (-1	
479	651	40115		DAC OP+10	
480	652	220115		LAC I OP+10	
481	653	600630		JMP BDC	/BEGIN SEARCH AGAIN
482	654	201256	BDE,	LAC GDM	
483	655	740200		SZA	
484	656	101255		JMS ERRGB	/CANNOT PRODUCE BLOCK DATA
485	657	441256		ISZ GDM	
486	660	160111		DZM I OP+4	/THROW AWAY OLD ITEMS
487	661	100371		JMS LIM	/GARBAGE COLLECT
488	662	600630		JMP BDC	
489	663	220116	BDO,	LAC I OP 11	
490	664	740100		SMA	
491	665	600654		JMP BDE	/TRYING TO USE I END
492	666	200110		LAC OP+3	/ADDRESS OF FIRST OF CONSECUTIVE WORDS
493	667	741100		SPA	
494	670	600677		JMP BDR	/FREE LIST NOT INITIALLY CONSECUTIVE
495	671	301266		ADD (400000	
496	672	40110		DAC OP+3	
497	673	220116		LAC I OP+11	
498	674	501302		AND (17777	
499	675	41226		DAC FREE	/RESET FREE LIST
500	676	600701		JMP BDR+2	
501	677	220116	BDR,	LAC I OP+11	
502	700	60115		DAC I OP+10	/JOIN FREE LIST ROUND BLOCK DATA
503	701	200110		LAC OP+3	
504	702	241276		XOR (500000	/CONVERT TO ADDRESS TYPE
505	703	60111		DAC I OP+4	/SET POINTER TO BLOCK DATA MARKER
506	704	200116		LAC OP+11	
507	705	341263		TAD (420001	/BLOCK DATA MARKER IS J02
508	706	60110		DAC I OP+3	/SET BLOCK DATA MARKER
509	707	620616		AND I BDN	
510					
511					
512					/RING STRUCTURE PROCESSOR     MAY 1969
513					
514				FEL = JMS ,		
515					
516	710	0		0	/FORM ELEMENT LENGTH ONE
517	711	750000		CLA	
518	712	100714		FELN	
519	713	620710		JMP I FEL-JMS	
520					
521					
522				FELN = JMS ,		
