# page-094.png
# /SYMELEC listing page 93
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  93
349					
350					
351					
352	10701	0	GETD-JMS,	0	/GET DATA FROM DAD
353	10702	102225		JMS OP+5	/SET OP+1 SO ENTRY NAME STAYS PUT
354	10703	762233		LAW OP+1	
355	10704	103113		FINDS	/GO TO DADD
356	10705	103126		FINDN	
357	10706	202233		LAC OP+1	
358	10707	50716		DAC GETD1	/SAVE ATNAME
359	10710	762233		LAW OP+1	
360	10711	102347		CDR	
361	10712	102347		CDR	
362	10713	222233		LAC I OP+1	/LOAD DATA
363	10714	512233		AND (7	/REMOVE SURPLUS BITS
364	10715	630701		JMP I GETD-JMS	
365	10716	0	GETD1,	0	
366					
367					
368	10717	0	FLEAS-JMS,	0	/SET FLEAS (I OR L) ON (S,P OR P,P)
369	10720	204767		LAC X	
370	10721	42233		DAC OP+1	
371	10722	110744		JMS FLEA2	
372	10723	50752		DAC FLEA3	
373	10724	110744		JMS FLEA2	
374	10725	50754		DAC PNT1	
375	10726	230752		LAC I FLEA3	
376	10727	552146		SAD (2	
377	10730	610734		JMP FLEA1	
378	10731	110744		JMS FLEA2	
379	10732	50755		DAC PNT2	
380	10733	630717		JMP I FLEAS-JMS	
381	10734	204767	FLEA1,	LAC X	
382	10735	50753		DAC SUBP	
383	10736	770753		LAW SUBP	
384	10737	103141		FINDP	
385	10740	102347		CDR	
386	10741	103113		FINDS	
387	10742	103126		FINDN	
388	10743	630717		JMP I FLEAS-JMS	
389	10744	0	FLEA2,	0	
390	10745	762233		LAW OP+1	
391	10746	102347		CDR	
392	10747	102347		CDR	
393	10750	202233		LAC OP+1	
394	10751	630744		JMP I FLEA2	
395					
396	10752	0	FLEA3,	0	/FLEA COUNTER
397	10753	0	SUBP,	0	
398	10754	0	PNT1,	0	
399	10755	0	PNT2,	0	
400					
401					
402	10756	0	WRDF-JMS,	0	/WRITE A WORD TO DF
403	10757	65005		DAC I DF	
404	10760	205005		LAC DF	
405	10761	545157		SAD DFE	
406	10762	104206		JMS ERRDF	/ERROR IF SPACE JAM
