# page-064.png
# SYMELEC listing page 63
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  63
578	6135	152010		DZM CERRGB	
579	6136	152042		DZM CBUSY	
580	6137	151775		DZM SAVGSU	
581	6140	151765		DZM RREDUC	
582	6141	145065		DZM CCAT	
583	6142	152053		DZM RATTMO	
584	6143	151766		DZM RROTAT	
585	6144	151747		DZM RTFIRI	
586	6145	152024		DZM RTSNDI	
587	6146	151776		DZM NODRA	
588	6147	152054		DZM CSAVE	
589	6150	145132		DZM RMODE	
590	6151	152030		DZM RUPCOM	
591	6152	152025		DZM CUPCOM	
592	6153	152031		DZM RDOCOM	
593	6154	151742		DZM CDOCOM	
594	6155	165156		DZM I DFB	
595	6156	145123		DZM DRAWMO	
596	6157	145130		DZM CONSTD	
597	6160	152035		DZM RLABEL	
598	6161	145134		DZM MBLINK	
599	6162	145133		DZM CMODE	
600	6163	152027		DZM RERASE	
601	6164	145146		DZM SAVINS	
602	6165	212117		LAC (400	
603	6166	51774		DAC ELCOUN	
604	6167	205165		LAC ENDNOR	
605	6170	45163		DAC END	
606	6171	205161		LAC DFENOR	
607	6172	45157		DAC DFE	
608	6173	212121		LAC (233700	/S
609	6174	40055		DAC LBD 6	
610	6175	212120		LAC (LBD	
611	6176	352216		TAD (400000	
612	6177	45673		DAC SRAST 15	
613					
614	6200	40010		DAC 10	
615	6201	212116		LAC (260	
616	6202	45151		DAC PRINT1	
617	6203	45152		DAC PRINT2	
618					
619	6204	106343		JMS INSRTN	
620	6205	106464		JMS DELLEV	
621	6206	626115		JMP I ENDDRA	
622					
623	6207	205123	POIMO,	LAC DRAWMO	
624	6210	740200		SZA	
625	6211	605403		JMP PEN1	/DRAWING NOT FINISHED
626	6212	145130		DZM CONSTD	
627	6213	212203		LAC (1	
628	6214	45132		DAC RMODE	
629	6215	212115		LAC (LBD1	
630	6216	352216		TAD (400000	
631	6217	45673		DAC SRAST 15	
632	6220	606305		JMP BLIROU	
633					
634	6221	205134	ATTMO,	LAC MBLINK	/ATT POINTS OF BLINKING INST
635	6222	741200		SNA	
