# page-108.png
# SYMELEC listing page 107
RAW	/SYMELEC                                       ASSEMBLED 12 2 72 AT 12.44.57 BY HL1470   PAGE  107
RAW	12242/ 777776
RAW	12243/ 600150
RAW	12244/ 600123
RAW	12245/  13700
RAW	12246/ 601636
RAW	12247/ 601630
RAW	12250/ 601626
RAW	12251/ 601624
RAW	12252/  23700
RAW	12253/ 601622
RAW	12254/ 601620
RAW	12255/ 601634
RAW	12256/ 601632
RAW	12257/ 605320
HAND	12257 octal to binary: 12257 == -> 1010010101111
HAND	bit arrows to decimal: 4096, 1024, 128, 32, 15; sum = 5295
