# page-088.png
# /SYMELEC listing page 87
RAW	/SYMELEC   ASSEMBLED 12 2 72 AT 12,44,57 BY HL1470   PAGE  87
1						/DOWNCOMP
2					
3					
4					
5					
6	10170	0	COMPIL=JMS,	0	/CALL IS LAW <NAME>, COMPIL, WITH
7	10171	452042		ISZ CBUSY	/<NAME>ON HEAD OF INSTANCE ELEMENT
8	10172	103126		FINDN	
9	10173	205174		LAC XSTBEG	
10	10174	45006		DAC LOPX	
11	10175	205175		LAC YSTBEG	/INITIALISE STACKS
12	10176	45024		DAC LOPY	
13	10177	202233		LAC OP+1	
14	10200	44767		DAC X	/MOUSE
15	10201	205156		LAC DFB	
16	10202	45005		DAC DF	/START OF DF
17	10203	211753		LAC SYMB	
18	10204	51757		DAC SYM	
19	10205	212052		LAC SAVE	
20	10206	45023		DAC SVAD	/SAVE ADDRESS
21	10207	110717		FLEAS	/SET P AND S FLEAS
22	10210	212130		LAC (34117	
23	10211	110756		WRDF	/WRITE PARAMETER
24	10212	230754		LAC I PNT1	
25	10213	110777		STAKY	/SAVE Y
26	10214	770754		LAW PNT1	
27	10215	102347		CDR	
28	10216	230754		LAC I PNT1	
29	10217	110765		STAKX	/SAVE X
30	10220	205145		LAC WY2	
31	10221	45022		DAC YBEAM	
32	10222	352154		TAD (220000	
33	10223	110756		WRDF	
34	10224	205142		LAC WX1	
35	10225	44765		DAC XBEAM	
36	10226	352215		TAD (160000	
37	10227	110756		WRDF	/BEAM TO TOP LEFT CORNER
38	10230	205005		LAC DF	
39	10231	352103		TAD (760002	
40	10232	110756		WRDF	/WRITE DJS .+2 TO INSTANCE
41	10233	212102		LAC (3000	
42	10234	110756		WRDF	/WRITE STOPCODE
43	10235	770241		LAW COMP	
44	10236	102472		ENTER	/X IS MOUSE ON ENTRY (ON ATNAME)
45	10237	152042		DZM CBUSY	/RESET BUSY
46	10240	630170		JMP I COMPIL=JMS	/EXIT
47					
48					
49					
50					
51					
52					
53	10241	205005	COMP,	LAC DF	
54	10242	45003		DAC ALPHA	/SAVE ADDRESS ALPHA
55	10243	110756		WRDF	/WRITE JUNK TO STEP DF
56	10244	110656		JMS COMP12	
57	10245	111100		WRLTO	/WRITE A LINE AND SET BEAM CO-ORDS
58	10246	212035		LAC RLABEL	
